pelicula,genero,duracion,minutosVistos,porcentajeVisto,numeroVistas,calificacionUsuario,clasificacion
Coco,Infantil,105,105.0,100.0,0.0,2.593291346464817,1
The Godfather,Crimen,175,115.0,65.71428571428571,0.0,2.5250826683477947,0
Gladiator,Accion,155,68.0,43.87096774193549,5.0,4.209800011083196,1
Interstellar,Ciencia Ficcion,169,144.0,85.20710059171599,3.0,4.447713201558288,1
Fight Club,Drama,139,52.0,37.410071942446045,2.0,1.156965256841807,-1
Pulp Fiction,Crimen,154,149.0,96.75324675324676,3.0,3.3277729805013996,1
Titanic,Romance,195,14.0,7.179487179487179,1.0,1.8211249491823371,-1
The Godfather,Crimen,175,9.0,5.142857142857142,1.0,3.8117148926618114,0
Coco,Infantil,105,47.0,44.761904761904766,6.0,3.790140417458432,0
La La Land,Musical,128,107.0,83.59375,3.0,2.304320586608176,1
Forrest Gump,Drama,142,69.0,48.59154929577465,0.0,1.0,0
The Dark Knight,Accion,152,86.0,56.57894736842105,1.0,2.140674724087117,0
Inception,Ciencia Ficcion,148,65.0,43.91891891891892,3.0,1.022631525845474,0
Avengers: Endgame,Accion,181,102.0,56.353591160220994,0.0,3.9951613167165765,1
The Dark Knight,Accion,152,39.0,25.657894736842106,5.0,4.546237822724877,1
Fight Club,Drama,139,88.0,63.30935251798561,11.0,3.0879022174190376,0
Forrest Gump,Drama,142,81.0,57.04225352112676,1.0,4.472073393848798,1
La La Land,Musical,128,100.0,78.125,4.0,3.2175856993850953,0
Forrest Gump,Drama,142,64.2146,45.22154929577465,1.0,2.968071964988564,0
Coco,Infantil,105,68.0,64.76190476190476,0.0,1.0,0
Forrest Gump,Drama,142,12.0,8.450704225352112,0.0,1.7673441110983081,-1
Interstellar,Ciencia Ficcion,169,49.0,28.994082840236686,0.0,5.0,1
Fight Club,Drama,139,112.0,80.57553956834532,4.0,1.0,1
Avengers: Endgame,Accion,181,30.0,16.574585635359114,6.0,2.1018650238953036,-1
The Matrix,Ciencia Ficcion,136,59.0,43.38235294117647,0.0,4.509710078657158,1
The Dark Knight,Accion,152,92.0,60.526315789473685,6.0,1.9690087178512061,0
Avengers: Endgame,Accion,181,125.0,69.06077348066299,1.0,4.228190946941095,0
The Matrix,Ciencia Ficcion,136,40.0,29.411764705882355,1.0,5.0,1
The Godfather,Crimen,175,41.0,23.42857142857143,5.0,2.2794126620191664,-1
La La Land,Musical,128,74.0,57.8125,4.0,4.169255534920745,1
The Shawshank Redemption,Suspenso,144,89.0,61.80555555555556,6.0,3.2495744594108302,0
Gladiator,Accion,155,11.0,7.096774193548387,2.0,3.3743074477531563,0
Gladiator,Accion,155,73.0,47.096774193548384,4.0,2.5948507669288183,0
The Matrix,Ciencia Ficcion,136,50.0,36.76470588235294,3.0,2.7625484326656906,0
The Shawshank Redemption,Suspenso,144,68.0,47.22222222222222,2.0,2.8740845319495,0
Coco,Infantil,105,105.0,100.0,4.0,4.514226270708034,1
Avengers: Endgame,Accion,181,161.0,88.95027624309392,2.0,3.60978473790783,1
The Shawshank Redemption,Suspenso,144,144.0,100.0,5.0,4.0517771608088164,1
Inception,Ciencia Ficcion,148,148.0,100.0,0.0,1.5647636340025888,1
The Godfather,Crimen,175,60.0,34.285714285714285,4.0,5.0,1
Fight Club,Drama,139,94.0,67.62589928057554,6.0,3.447790962636648,0
The Shawshank Redemption,Suspenso,144,87.0,60.416666666666664,4.0,3.743151434012496,1
Pulp Fiction,Crimen,154,95.0,61.68831168831169,4.0,4.389327853201122,1
The Lord of the Rings,Fantasia,178,86.0,48.31460674157304,4.0,3.772601029323145,0
Coco,Infantil,105,82.0,78.0952380952381,7.0,1.000126637476627,0
Gladiator,Accion,155,7.0,4.516129032258064,2.0,3.055202837408353,0
Pulp Fiction,Crimen,154,76.0,49.35064935064935,4.0,2.616520978133667,0
The Godfather,Crimen,175,91.0,52.0,6.0,1.5511847526110252,0
The Shawshank Redemption,Suspenso,144,14.0,9.722222222222223,3.0,3.8286193583710757,1
The Dark Knight,Accion,152,126.0,82.89473684210526,4.0,2.4442768194441733,1
Gladiator,Accion,155,67.0,43.225806451612904,0.0,2.198856223353696,0
Inception,Ciencia Ficcion,148,89.0,60.13513513513513,1.0,1.1460599574443002,0
Titanic,Romance,195,7.0,3.5897435897435894,3.0,1.6589342865063093,-1
Inception,Ciencia Ficcion,148,58.0,39.189189189189186,2.0,2.071290718166909,-1
The Lord of the Rings,Fantasia,178,49.0,27.52808988764045,3.0,2.2774444984764237,-1
Forrest Gump,Drama,142,121.0,85.2112676056338,5.0,3.964254178584401,1
Titanic,Romance,195,86.0,44.1025641025641,0.0,1.9650257970882978,0
Interstellar,Ciencia Ficcion,169,120.0,71.00591715976331,0.0,2.649216287240806,0
The Shawshank Redemption,Suspenso,144,17.0,11.805555555555555,4.0,1.451827979780548,-1
The Godfather,Crimen,175,110.0,62.857142857142854,3.0,1.3560011157821399,0
Gladiator,Accion,155,40.0,25.806451612903224,0.0,1.353264062848258,-1
Interstellar,Ciencia Ficcion,169,8.0,4.733727810650888,9.0,3.904499449759202,1
The Godfather,Crimen,175,10.0,5.714285714285714,2.0,3.57720743178468,0
The Lord of the Rings,Fantasia,178,25.0,14.04494382022472,4.0,4.414549844692522,1
The Matrix,Ciencia Ficcion,136,101.0,74.26470588235294,1.0,4.188855562599797,0
The Shawshank Redemption,Suspenso,144,60.0,41.66666666666667,5.0,2.767324103332798,0
Fight Club,Drama,139,45.0,32.37410071942446,3.0,3.1227383583545407,0
Fight Club,Drama,139,66.0,47.482014388489205,3.0,1.8433448954442955,0
The Shawshank Redemption,Suspenso,144,130.0,90.27777777777779,2.0,4.159847410659626,1
Titanic,Romance,195,82.0,42.05128205128205,7.0,1.0,0
Forrest Gump,Drama,142,56.0,39.436619718309856,3.0,1.7679354867485146,-1
Forrest Gump,Drama,142,101.0,71.12676056338029,5.0,4.48969699004351,1
Titanic,Romance,195,68.0,34.87179487179487,2.0,3.9012552641003806,1
Avengers: Endgame,Accion,181,105.0,58.011049723756905,0.0,3.2486954149721057,0
La La Land,Musical,128,96.0,75.0,1.0,2.5077330876368946,0
Fight Club,Drama,139,28.0,20.14388489208633,8.0,1.0,-1
The Dark Knight,Accion,152,122.0,80.26315789473685,1.0,2.7638941817523364,1
Titanic,Romance,195,142.0,72.82051282051282,0.0,4.042455187426352,1
Gladiator,Accion,155,37.0,23.870967741935484,0.0,3.3158718514280694,0
Fight Club,Drama,139,22.0,15.827338129496402,1.0,3.500729938853796,0
The Dark Knight,Accion,152,7.0,4.605263157894736,0.0,3.2281506367744095,0
The Lord of the Rings,Fantasia,178,44.0,24.719101123595504,5.0,4.660209326910339,1
Interstellar,Ciencia Ficcion,169,6.0,3.5502958579881656,4.0,3.9906290896777046,1
The Dark Knight,Accion,152,4.0,2.631578947368421,4.0,4.876138724384363,1
Interstellar,Ciencia Ficcion,169,20.0,11.834319526627219,2.0,2.950454597902374,0
La La Land,Musical,128,16.0,12.5,6.0,2.2283189329370927,-1
The Godfather,Crimen,175,6.0,3.428571428571429,5.0,3.232953250117162,0
Coco,Infantil,105,49.0,46.666666666666664,2.0,3.3401101714245747,0
Pulp Fiction,Crimen,154,6.0,3.896103896103896,0.0,2.568221670933536,-1
The Godfather,Crimen,175,87.0,49.714285714285715,1.0,4.084289970698382,1
Fight Club,Drama,139,54.0,38.84892086330935,2.0,1.0585569413394915,-1
Interstellar,Ciencia Ficcion,169,53.0,31.360946745562128,7.0,3.4408799562244266,0
Fight Club,Drama,139,52.0,37.410071942446045,3.0,1.8482305339470009,-1
La La Land,Musical,128,128.0,100.0,0.0,2.4087210765929252,1
Titanic,Romance,195,87.0,44.61538461538462,2.0,4.057803198031773,1
The Shawshank Redemption,Suspenso,144,51.0,35.41666666666667,7.0,3.0213875543994053,0
Gladiator,Accion,155,98.0,63.2258064516129,0.0,1.12112707581187,0
Inception,Ciencia Ficcion,148,17.0,11.486486486486488,0.0,4.434607679865228,1
Fight Club,Drama,139,64.0,46.043165467625904,1.0,4.462450846747727,1
Gladiator,Accion,155,46.0,29.677419354838708,2.0,2.245892529329187,-1
Titanic,Romance,195,89.0,45.64102564102564,6.0,1.704115200316899,0
The Dark Knight,Accion,152,152.0,100.0,4.0,2.671452049379604,1
Titanic,Romance,195,108.0,55.38461538461539,1.0,1.4250225656029474,0
The Lord of the Rings,Fantasia,178,96.0,53.93258426966292,3.0,4.064891813921312,1
The Godfather,Crimen,175,87.0,49.714285714285715,6.0,2.6282120082632283,0
Avengers: Endgame,Accion,181,102.0,56.353591160220994,5.0,2.8770968429344794,0
The Dark Knight,Accion,152,45.0,29.605263157894733,5.0,3.6671476462514083,0
Inception,Ciencia Ficcion,148,11.0,7.4324324324324325,1.0,3.601775308075066,0
Interstellar,Ciencia Ficcion,169,7.0,4.142011834319527,0.0,4.382015049540817,1
The Shawshank Redemption,Suspenso,144,129.0,89.58333333333334,3.0,4.571649920396033,1
Gladiator,Accion,155,1.0,0.6451612903225806,5.0,2.742834345929131,0
The Shawshank Redemption,Suspenso,144,73.0,50.69444444444444,1.0,4.2706452716168934,1
Pulp Fiction,Crimen,154,5.0,3.2467532467532463,6.0,2.8316921700599362,0
La La Land,Musical,128,128.0,100.0,1.0,1.4481687765681404,1
Titanic,Romance,195,13.0,6.666666666666667,0.0,5.0,1
Fight Club,Drama,139,42.0,30.215827338129497,2.0,4.286784325220106,1
Interstellar,Ciencia Ficcion,169,35.0,20.710059171597635,2.0,1.0,-1
Pulp Fiction,Crimen,154,154.0,100.0,3.0,1.3980448432532127,1
Titanic,Romance,195,82.0,42.05128205128205,0.0,4.442596084791415,1
The Matrix,Ciencia Ficcion,136,73.0,53.67647058823529,6.0,3.4067289477505542,0
Fight Club,Drama,139,60.0,43.16546762589928,0.0,3.9412193763013996,1
The Dark Knight,Accion,152,32.0,21.052631578947366,0.0,4.856606182359467,1
The Godfather,Crimen,175,111.0,63.42857142857142,3.0,4.401108267294873,1
Coco,Infantil,105,99.0,94.28571428571428,6.0,2.5783546102617376,1
Gladiator,Accion,155,39.0,25.161290322580644,2.0,1.8373027977225638,-1
Avengers: Endgame,Accion,181,88.0,48.61878453038674,4.0,3.1630885738557,0
The Lord of the Rings,Fantasia,178,21.0,11.797752808988763,0.0,5.0,1
Inception,Ciencia Ficcion,148,77.0,52.02702702702703,3.0,3.328549665803845,0
Inception,Ciencia Ficcion,148,89.0,60.13513513513513,2.0,3.422691234096176,0
Avengers: Endgame,Accion,181,79.0,43.646408839779006,1.0,3.4288539708874373,0
The Dark Knight,Accion,152,37.0,24.342105263157894,0.0,3.9216125642178454,0
Forrest Gump,Drama,142,99.0,69.71830985915493,1.0,2.8922346309065694,0
Inception,Ciencia Ficcion,148,133.0,89.86486486486487,4.0,2.712161497459111,1
Gladiator,Accion,155,90.0,58.06451612903226,1.0,4.527129129301605,1
The Dark Knight,Accion,152,37.0,24.342105263157894,0.0,3.893061758019434,0
Interstellar,Ciencia Ficcion,169,82.0,48.5207100591716,5.0,3.3637441793345633,0
Inception,Ciencia Ficcion,148,55.0,37.16216216216216,0.0,4.824128589283236,1
The Shawshank Redemption,Suspenso,144,30.0,20.833333333333336,9.0,5.0,1
The Dark Knight,Accion,152,151.0,99.3421052631579,6.0,4.574237343566688,1
Gladiator,Accion,155,131.0,84.51612903225806,3.0,4.523843081683385,1
Avengers: Endgame,Accion,181,72.0,39.77900552486188,4.0,2.896131864151987,0
Coco,Infantil,105,97.0,92.38095238095238,4.0,4.646069624982184,1
The Shawshank Redemption,Suspenso,144,18.0,12.5,5.0,4.023759474242441,0
Fight Club,Drama,139,115.0,82.73381294964028,1.0,5.0,1
Fight Club,Drama,139,139.0,100.0,7.0,4.083103153829724,1
Inception,Ciencia Ficcion,148,65.0,43.91891891891892,2.0,1.5350499343247452,0
The Shawshank Redemption,Suspenso,144,42.0,29.166666666666668,1.0,1.1006518833976617,-1
The Godfather,Crimen,175,36.0,20.57142857142857,0.0,2.9275894072808817,0
Titanic,Romance,195,68.0,34.87179487179487,5.0,3.3336908330653263,0
Fight Club,Drama,139,139.0,100.0,1.0,3.4516383790470577,1
The Godfather,Crimen,175,37.0,21.142857142857142,5.0,3.1882996223549394,0
Interstellar,Ciencia Ficcion,169,89.0,52.662721893491124,0.0,2.268627228068315,0
The Dark Knight,Accion,152,76.0,50.0,5.0,1.5297659463382833,0
Titanic,Romance,195,52.0,26.666666666666668,2.0,2.5503761398860307,-1
Pulp Fiction,Crimen,154,56.0,36.36363636363637,4.0,3.9244034284693337,1
La La Land,Musical,128,3.0,2.34375,0.0,1.5418225742432137,-1
Gladiator,Accion,155,101.0,65.16129032258064,3.0,3.5700188452357597,0
The Lord of the Rings,Fantasia,178,137.0,76.96629213483146,3.0,2.113456606857195,0
La La Land,Musical,128,6.0,4.6875,3.0,1.0,-1
La La Land,Musical,128,108.0,84.375,9.0,1.0,1
The Dark Knight,Accion,152,95.0,62.5,5.0,3.3219307091485923,0
Avengers: Endgame,Accion,181,48.0,26.519337016574585,2.0,4.400521288190163,1
Titanic,Romance,195,35.0,17.94871794871795,0.0,3.32865521382741,0
Gladiator,Accion,155,42.0,27.09677419354839,4.0,4.619583949643064,1
Titanic,Romance,195,32.0,16.41025641025641,4.0,2.5201318963901653,0
The Shawshank Redemption,Suspenso,144,44.0,30.555555555555557,3.0,4.371380804669703,1
Interstellar,Ciencia Ficcion,169,94.0,55.62130177514793,0.0,1.95112348158611,0
The Matrix,Ciencia Ficcion,136,21.0,15.441176470588236,3.0,2.0153283528458643,-1
The Lord of the Rings,Fantasia,178,89.0,50.0,2.0,4.678188866961853,1
Inception,Ciencia Ficcion,148,113.0,76.35135135135135,0.0,2.6641837819763636,0
Titanic,Romance,195,50.0,25.64102564102564,3.0,2.7905435406594075,0
Gladiator,Accion,155,56.0,36.12903225806451,4.0,2.369383942960045,-1
Gladiator,Accion,155,81.0,52.25806451612903,0.0,3.220942801922213,0
The Shawshank Redemption,Suspenso,144,101.0,70.13888888888889,2.0,2.1524290629766716,0
The Godfather,Crimen,175,146.0,83.42857142857143,1.0,2.8582524402129277,1
The Dark Knight,Accion,152,106.0,69.73684210526315,3.0,3.167806219541302,0
Avengers: Endgame,Accion,181,2.0,1.1049723756906076,0.0,1.330919560367814,-1
The Matrix,Ciencia Ficcion,136,24.0,17.647058823529413,0.0,3.1098460039001212,0
Forrest Gump,Drama,142,60.0,42.25352112676056,4.0,1.242176329315079,0
Inception,Ciencia Ficcion,148,54.0,36.486486486486484,1.0,1.6777633761012591,-1
Pulp Fiction,Crimen,154,58.0,37.66233766233766,3.0,3.77926320142018,0
Forrest Gump,Drama,142,82.0,57.74647887323944,0.0,3.0687232812641185,0
La La Land,Musical,128,40.0,31.25,7.0,4.695094608044257,1
The Dark Knight,Accion,152,119.0,78.28947368421053,10.0,3.498593424866609,0
La La Land,Musical,128,40.0,31.25,4.0,1.836385274769039,-1
La La Land,Musical,128,128.0,100.0,3.0,1.3814063279541333,1
Inception,Ciencia Ficcion,148,148.0,100.0,1.0,3.461993473192518,1
Gladiator,Accion,155,39.0,25.161290322580644,1.0,3.347230421972202,0
Coco,Infantil,105,105.0,100.0,3.0,1.0905687880051358,1
Pulp Fiction,Crimen,154,5.0,3.2467532467532463,1.0,2.364138330841044,0
Titanic,Romance,195,57.0,29.230769230769234,3.0,4.350647971607126,1
The Godfather,Crimen,175,61.0,34.85714285714286,0.0,1.906034483999976,-1
The Matrix,Ciencia Ficcion,136,24.0,17.647058823529413,3.0,2.6774268851704264,0
Titanic,Romance,195,57.0,29.230769230769234,4.0,1.8286770213820218,-1
Avengers: Endgame,Accion,181,75.0,41.43646408839779,0.0,2.486982726911623,0
The Godfather,Crimen,175,167.0,95.42857142857143,1.0,3.444467228924117,1
Interstellar,Ciencia Ficcion,169,69.0,40.828402366863905,6.0,4.438319796234699,1
Coco,Infantil,105,65.0,61.904761904761905,1.0,2.657885773958815,0
The Shawshank Redemption,Suspenso,144,24.0,16.666666666666664,0.0,4.704434882791024,1
Inception,Ciencia Ficcion,148,86.0,58.108108108108105,7.0,5.0,1
Titanic,Romance,195,35.0,17.94871794871795,3.0,4.472953458857565,1
The Godfather,Crimen,175,86.0,49.142857142857146,2.0,3.7208534342645843,0
Coco,Infantil,105,6.0,5.714285714285714,2.0,1.9936829361749093,-1
Forrest Gump,Drama,142,142.0,100.0,0.0,4.465913383992705,1
The Shawshank Redemption,Suspenso,144,21.0,14.583333333333334,1.0,4.757108317032655,1
The Godfather,Crimen,175,11.0,6.2857142857142865,1.0,4.850468537808916,1
Fight Club,Drama,139,139.0,100.0,1.0,4.353850663438306,1
La La Land,Musical,128,128.0,100.0,6.0,3.3474307749913677,1
Interstellar,Ciencia Ficcion,169,63.0,37.278106508875744,0.0,3.2015146796872527,0
The Dark Knight,Accion,152,57.0,37.5,1.0,1.0,-1
Titanic,Romance,195,114.0,58.46153846153847,5.0,3.9814312051070777,0
La La Land,Musical,128,40.0,31.25,1.0,3.1566047251363667,0
Avengers: Endgame,Accion,181,97.0,53.591160220994475,7.0,3.118483381399302,0
The Matrix,Ciencia Ficcion,136,78.0,57.35294117647059,0.0,2.8943385174059104,0
Coco,Infantil,105,70.0,66.66666666666666,3.0,1.4662002635589988,0
Interstellar,Ciencia Ficcion,169,98.0,57.98816568047337,3.0,3.48940587683994,0
The Shawshank Redemption,Suspenso,144,86.0,59.72222222222222,0.0,2.1179108750212166,0
Fight Club,Drama,139,13.0,9.352517985611511,1.0,1.9091304585887383,-1
Inception,Ciencia Ficcion,148,111.0,75.0,4.0,5.0,1
Forrest Gump,Drama,142,68.0,47.88732394366197,1.0,1.3576069618133473,0
The Matrix,Ciencia Ficcion,136,49.0,36.029411764705884,3.0,2.756244337055855,0
Titanic,Romance,195,90.0,46.15384615384615,3.0,1.0,0
Coco,Infantil,105,56.0,53.333333333333336,10.0,2.2842755350272004,0
The Matrix,Ciencia Ficcion,136,15.0,11.029411764705882,2.0,1.9956237939938872,-1
Interstellar,Ciencia Ficcion,169,12.0,7.100591715976331,0.0,2.6935185377329844,-1
Coco,Infantil,105,42.0,40.0,6.0,4.471271463308529,1
The Shawshank Redemption,Suspenso,144,72.0,50.0,2.0,2.344473205070183,0
Inception,Ciencia Ficcion,148,10.0,6.756756756756757,0.0,4.546061196483922,1
Gladiator,Accion,155,18.0,11.612903225806452,2.0,2.500368416763475,0
Avengers: Endgame,Accion,181,89.0,49.171270718232044,2.0,1.4879886016072068,0
Fight Club,Drama,139,12.0,8.633093525179856,0.0,4.430313540655197,1
Titanic,Romance,195,70.0,35.8974358974359,3.0,2.830866945606206,0
Gladiator,Accion,155,16.0,10.32258064516129,5.0,4.638510629450708,1
Forrest Gump,Drama,142,142.0,100.0,6.0,2.911075790178974,1
Inception,Ciencia Ficcion,148,94.0,63.51351351351351,5.0,3.5408196294712764,0
The Lord of the Rings,Fantasia,178,84.0,47.19101123595505,4.0,3.067314461683802,0
The Lord of the Rings,Fantasia,178,126.0,70.78651685393258,5.0,2.3938505965252452,0
Inception,Ciencia Ficcion,148,78.0,52.702702702702695,0.0,3.1393642415244196,0
Fight Club,Drama,139,77.0,55.39568345323741,1.0,4.120638342560199,1
Pulp Fiction,Crimen,154,154.0,100.0,0.0,3.126442903392008,1
Gladiator,Accion,155,7.0,4.516129032258064,4.0,2.6142360652733085,0
The Godfather,Crimen,175,77.0,44.0,0.0,3.4360468028700213,0
The Matrix,Ciencia Ficcion,136,54.0,39.705882352941174,2.0,2.3773084821210615,-1
Titanic,Romance,195,87.0,44.61538461538462,6.0,2.382544130111067,0
Pulp Fiction,Crimen,154,49.0,31.818181818181817,0.0,3.054020153733968,0
The Godfather,Crimen,175,110.0,62.857142857142854,1.0,1.8939951554424503,0
Avengers: Endgame,Accion,181,15.0,8.287292817679557,1.0,4.334993403479706,1
The Shawshank Redemption,Suspenso,144,70.0,48.61111111111111,3.0,1.3638449706109732,0
Titanic,Romance,195,31.0,15.897435897435896,6.0,4.120694917037692,1
Titanic,Romance,195,68.0,34.87179487179487,1.0,3.744863535479311,0
The Lord of the Rings,Fantasia,178,84.0,47.19101123595505,0.0,1.9984095573906182,0
Fight Club,Drama,139,82.0,58.992805755395686,6.0,2.104621461656533,0
The Shawshank Redemption,Suspenso,144,48.0,33.33333333333333,4.0,1.6158024327921838,-1
The Matrix,Ciencia Ficcion,136,35.0,25.735294117647058,5.0,1.3582364411183097,-1
The Dark Knight,Accion,152,46.0,30.263157894736842,4.0,4.54887131158582,1
The Godfather,Crimen,175,31.0,17.71428571428571,5.0,3.3450571914611693,0
The Lord of the Rings,Fantasia,178,94.0,52.80898876404494,4.0,5.0,1
Titanic,Romance,195,118.0,60.51282051282051,3.0,3.5358877270595097,0
Pulp Fiction,Crimen,154,36.0,23.376623376623375,6.0,3.5377668416452903,0
La La Land,Musical,128,119.0,92.96875,3.0,1.0,1
The Lord of the Rings,Fantasia,178,31.0,17.415730337078653,6.0,3.059576537325372,0
The Godfather,Crimen,175,50.0,28.57142857142857,4.0,3.824133453816768,0
The Godfather,Crimen,175,147.0,84.0,4.0,1.8032850851779414,1
La La Land,Musical,128,101.0,78.90625,1.0,1.8446517962992741,0
Fight Club,Drama,139,6.0,4.316546762589928,2.0,4.157152246572761,0
Titanic,Romance,195,41.0,21.025641025641026,3.0,2.4108290160623627,0
The Shawshank Redemption,Suspenso,144,134.0,93.05555555555556,0.0,2.9316148683437047,1
Gladiator,Accion,155,48.0,30.967741935483872,7.0,2.56911285226802,0
Avengers: Endgame,Accion,181,2.0,1.1049723756906076,3.0,4.7553813276009445,1
The Dark Knight,Accion,152,50.0,32.89473684210527,4.0,3.36738513083462,0
Fight Club,Drama,139,47.0,33.81294964028777,0.0,3.735490895332882,1
Forrest Gump,Drama,142,70.0,49.29577464788733,0.0,3.3561769188936994,0
Avengers: Endgame,Accion,181,108.0,59.66850828729282,0.0,4.761879201485248,1
Titanic,Romance,195,23.0,11.794871794871794,0.0,3.0561470183229478,0
Fight Club,Drama,139,51.0,36.69064748201439,1.0,5.0,1
The Matrix,Ciencia Ficcion,136,67.0,49.26470588235294,2.0,3.4802283448206337,0
The Dark Knight,Accion,152,80.0,52.63157894736842,3.0,1.6667904981686554,0
The Lord of the Rings,Fantasia,178,1.0,0.5617977528089888,5.0,3.3847717004917235,0
La La Land,Musical,128,74.0,57.8125,4.0,2.2037277768198456,0
Inception,Ciencia Ficcion,148,39.0,26.351351351351347,2.0,4.712605032840407,1
Forrest Gump,Drama,142,27.0,19.014084507042252,0.0,2.602207747458729,0
Interstellar,Ciencia Ficcion,169,62.0,36.68639053254438,0.0,4.118511361072444,1
Coco,Infantil,105,11.0,10.476190476190476,1.0,1.795876409972355,-1
Fight Club,Drama,139,28.0,20.14388489208633,2.0,2.299087191145221,-1
The Godfather,Crimen,175,79.0,45.14285714285714,2.0,1.4192145912965257,0
Gladiator,Accion,155,111.0,71.61290322580646,2.0,4.270726399055771,1
Inception,Ciencia Ficcion,148,89.0,60.13513513513513,7.0,5.0,1
Fight Club,Drama,139,9.0,6.474820143884892,4.0,1.6696920902038563,-1
Fight Club,Drama,139,88.0,63.30935251798561,6.0,4.017315246460666,0
Pulp Fiction,Crimen,154,76.0,49.35064935064935,4.0,3.3853544380245815,0
Avengers: Endgame,Accion,181,89.0,49.171270718232044,1.0,4.787191064293081,1
Pulp Fiction,Crimen,154,60.0,38.961038961038966,0.0,2.8872333872476306,0
Inception,Ciencia Ficcion,148,60.0,40.54054054054054,4.0,1.8391452792757181,0
The Shawshank Redemption,Suspenso,144,11.0,7.638888888888889,2.0,4.540313803146983,1
The Lord of the Rings,Fantasia,178,103.0,57.865168539325836,1.0,3.176773811205574,0
Pulp Fiction,Crimen,154,114.0,74.02597402597402,0.0,3.4476284621610773,0
The Godfather,Crimen,175,104.0,59.42857142857143,1.0,3.334271418633324,0
Forrest Gump,Drama,142,47.0,33.098591549295776,2.0,1.5601289833006913,-1
Interstellar,Ciencia Ficcion,169,106.0,62.721893491124256,1.0,3.4128434977472644,0
Avengers: Endgame,Accion,181,24.0,13.259668508287293,0.0,2.778160606002856,0
La La Land,Musical,128,12.0,9.375,0.0,1.8817019989265729,-1
The Dark Knight,Accion,152,41.0,26.973684210526315,1.0,1.844294412854369,-1
Interstellar,Ciencia Ficcion,169,100.0,59.171597633136095,1.0,1.0891211665573763,0
Interstellar,Ciencia Ficcion,169,89.0,52.662721893491124,6.0,4.231444764852673,1
The Dark Knight,Accion,152,102.0,67.10526315789474,5.0,3.9596193137869578,0
Pulp Fiction,Crimen,154,31.0,20.12987012987013,4.0,2.0917576730509584,-1
Inception,Ciencia Ficcion,148,64.0,43.24324324324324,5.0,2.34480681775569,0
The Dark Knight,Accion,152,46.0,30.263157894736842,2.0,4.991103436656249,1
The Lord of the Rings,Fantasia,178,84.0,47.19101123595505,3.0,1.1270528104037263,0
The Lord of the Rings,Fantasia,178,4.0,2.247191011235955,2.0,4.741395237559019,1
Titanic,Romance,195,109.0,55.8974358974359,3.0,1.4426312574378217,0
The Matrix,Ciencia Ficcion,136,62.0,45.588235294117645,4.0,4.234219663278873,1
The Shawshank Redemption,Suspenso,144,97.0,67.36111111111111,1.0,1.0,0
Forrest Gump,Drama,142,29.0,20.422535211267608,2.0,3.167253747502454,0
Gladiator,Accion,155,90.0,58.06451612903226,5.0,3.5376817749551246,0
Pulp Fiction,Crimen,154,4.0,2.5974025974025974,3.0,2.5311749210380268,0
Avengers: Endgame,Accion,181,46.0,25.41436464088398,0.0,3.04812959913596,0
La La Land,Musical,128,21.0,16.40625,4.0,3.46384048558374,0
The Shawshank Redemption,Suspenso,144,82.0,56.94444444444444,3.0,2.778726980134781,0
The Dark Knight,Accion,152,59.0,38.81578947368421,0.0,2.8612567065948142,0
The Matrix,Ciencia Ficcion,136,57.0,41.911764705882355,2.0,3.3883652859140936,0
Gladiator,Accion,155,44.0,28.387096774193548,4.0,2.6061246777344205,-1
Avengers: Endgame,Accion,181,14.0,7.734806629834254,4.0,3.011857399037682,0
Forrest Gump,Drama,142,59.0,41.54929577464789,7.0,2.095151555602936,0
Coco,Infantil,105,105.0,100.0,6.0,5.0,1
Forrest Gump,Drama,142,98.0,69.01408450704226,1.0,3.5472623204080014,0
Pulp Fiction,Crimen,154,40.0,25.97402597402597,1.0,2.455677756322415,0
The Dark Knight,Accion,152,24.0,15.789473684210526,5.0,4.938886475158828,1
Coco,Infantil,105,39.0,37.142857142857146,1.0,2.4070589018208732,0
The Shawshank Redemption,Suspenso,144,101.0,70.13888888888889,1.0,5.0,1
Inception,Ciencia Ficcion,148,18.0,12.162162162162163,1.0,2.4567604142456645,-1
The Shawshank Redemption,Suspenso,144,68.0,47.22222222222222,2.0,4.474703652197412,1
The Shawshank Redemption,Suspenso,144,25.0,17.36111111111111,0.0,2.6729114224837174,0
Forrest Gump,Drama,142,47.0,33.098591549295776,2.0,3.940093945274011,0
Inception,Ciencia Ficcion,148,70.0,47.2972972972973,3.0,1.0,0
Inception,Ciencia Ficcion,148,20.0,13.513513513513514,2.0,1.6804970693360126,-1
Pulp Fiction,Crimen,154,130.0,84.4155844155844,2.0,4.086614661635781,1
Avengers: Endgame,Accion,181,116.0,64.08839779005525,3.0,1.608104231540504,0
Gladiator,Accion,155,61.0,39.35483870967742,1.0,4.138148371759608,1
Fight Club,Drama,139,135.0,97.12230215827337,0.0,2.835597889365918,1
Interstellar,Ciencia Ficcion,169,10.0,5.9171597633136095,1.0,3.015287980486598,0
Avengers: Endgame,Accion,181,48.0,26.519337016574585,1.0,4.0982893509342855,0
Interstellar,Ciencia Ficcion,169,40.0,23.668639053254438,5.0,4.8573377889329015,1
Forrest Gump,Drama,142,51.0,35.91549295774648,5.0,4.652328443171557,1
